UniProt_AC,InterPro_ID,InterPro_Name,Signature_ID,Start,End
Q9NZU1,IPR001611,Leucine-rich repeat,PF13855,199,260
Q9NZU1,IPR001611,Leucine-rich repeat,PF13855,271,329
Q9NZU1,IPR001611,Leucine-rich repeat,PS51450,178,199
Q9NZU1,IPR001611,Leucine-rich repeat,PS51450,271,292
Q9NZU1,IPR001611,Leucine-rich repeat,PS51450,295,316
Q9NZU1,IPR003961,Fibronectin type III,PS50853,437,532
Q9NZU1,IPR003961,Fibronectin type III,cd00063,441,505
Q9NZU1,IPR036116,Fibronectin type III superfamily,SSF49265,441,510
Q9NZV1,IPR001007,VWFC domain,PF00093,336,390
Q9NZV1,IPR001007,VWFC domain,PF00093,403,456
Q9NZV1,IPR001007,VWFC domain,PF00093,611,662
Q9NZV1,IPR001007,VWFC domain,PF00093,684,734
Q9NZV1,IPR001007,VWFC domain,PF00093,757,808
Q9NZV1,IPR001007,VWFC domain,PF00093,819,873
Q9NZV1,IPR001007,VWFC domain,PS01208,354,390
Q9NZV1,IPR001007,VWFC domain,PS01208,421,456
Q9NZV1,IPR001007,VWFC domain,PS01208,837,873
Q9NZV1,IPR001007,VWFC domain,PS50184,334,391
Q9NZV1,IPR001007,VWFC domain,PS50184,401,457
Q9NZV1,IPR001007,VWFC domain,PS50184,606,663
Q9NZV1,IPR001007,VWFC domain,PS50184,677,735
Q9NZV1,IPR001007,VWFC domain,PS50184,751,809
Q9NZV1,IPR001007,VWFC domain,PS50184,817,874
Q9NZV1,IPR001007,VWFC domain,SM00214,336,390
Q9NZV1,IPR001007,VWFC domain,SM00214,403,456
Q9NZV1,IPR001007,VWFC domain,SM00214,608,662
Q9NZV1,IPR001007,VWFC domain,SM00214,679,734
Q9NZV1,IPR001007,VWFC domain,SM00214,753,808
Q9NZV1,IPR001007,VWFC domain,SM00214,819,873
Q9NZV1,IPR001007,VWFC domain,SM00215,336,390
Q9NZV1,IPR001007,VWFC domain,SM00215,403,456
Q9NZV1,IPR001007,VWFC domain,SM00215,679,734
Q9NZV1,IPR001007,VWFC domain,SM00215,819,873
Q9NZV8,IPR000210,BTB/POZ domain,SM00225,41,140
Q9NZW5,IPR001452,SH3 domain,PF07653,219,281
Q9NZW5,IPR001452,SH3 domain,PS50002,215,284
Q9NZW5,IPR001452,SH3 domain,SM00326,218,283
Q9NZW5,IPR001478,PDZ domain,PF00595,134,206
Q9NZW5,IPR001478,PDZ domain,PS50106,130,209
Q9NZW5,IPR001478,PDZ domain,SM00228,139,209
Q9NZW5,IPR004172,L27 domain,PS51022,1,48
Q9NZW5,IPR004172,L27 domain,PS51022,49,107
Q9NZW5,IPR004172,L27 domain,SM00569,1,55
Q9NZW5,IPR004172,L27 domain,SM00569,56,110
Q9NZW5,IPR036028,SH3-like domain superfamily,SSF50044,193,323
Q9NZW5,IPR036034,PDZ superfamily,G3DSA:2.30.42.10,125,209
Q9NZW5,IPR036034,PDZ superfamily,SSF50156,122,212
Q9NZW5,IPR036892,L27 domain superfamily,SSF101288,54,108
Q9P0K7,IPR002110,Ankyrin repeat,PF00023,119,149
Q9P0K7,IPR002110,Ankyrin repeat,PF12796,23,109
Q9P0K7,IPR002110,Ankyrin repeat,PF13857,171,224
Q9P0K7,IPR002110,Ankyrin repeat,PR01415,53,68
Q9P0K7,IPR002110,Ankyrin repeat,PR01415,167,181
Q9P0K7,IPR002110,Ankyrin repeat,PS50088,52,84
Q9P0K7,IPR002110,Ankyrin repeat,PS50088,85,117
Q9P0K7,IPR002110,Ankyrin repeat,PS50088,118,150
Q9P0K7,IPR002110,Ankyrin repeat,PS50088,151,183
Q9P0K7,IPR002110,Ankyrin repeat,PS50088,184,216
Q9P0K7,IPR002110,Ankyrin repeat,SM00248,52,81
Q9P0K7,IPR002110,Ankyrin repeat,SM00248,85,117
Q9P0K7,IPR002110,Ankyrin repeat,SM00248,118,147
Q9P0K7,IPR002110,Ankyrin repeat,SM00248,151,180
Q9P0K7,IPR002110,Ankyrin repeat,SM00248,184,213
Q9P0K7,IPR002110,Ankyrin repeat,SM00248,217,247
Q9P0V3,IPR001452,SH3 domain,PF00018,61,106
Q9P0V3,IPR001452,SH3 domain,PF07653,658,721
Q9P0V3,IPR001452,SH3 domain,PS50002,55,114
Q9P0V3,IPR001452,SH3 domain,PS50002,654,724
Q9P0V3,IPR001452,SH3 domain,SM00326,58,113
Q9P0V3,IPR036028,SH3-like domain superfamily,SSF50044,35,113
Q9P1V8,IPR001660,Sterile alpha motif domain,PF07647,544,605
Q9P1V8,IPR001660,Sterile alpha motif domain,PS50105,545,608
Q9P1V8,IPR001660,Sterile alpha motif domain,SM00454,542,608
Q9P1Y5,IPR001715,Calponin homology domain,PS50021,203,312
Q9P1Z0,IPR000210,BTB/POZ domain,PF00651,20,60
Q9P1Z0,IPR000210,BTB/POZ domain,PS50097,30,152
Q9P1Z0,IPR000210,BTB/POZ domain,SM00225,30,187
Q9P202,IPR001478,PDZ domain,PF00595,142,215
Q9P202,IPR001478,PDZ domain,PF00595,287,356
Q9P202,IPR001478,PDZ domain,PF00595,818,886
Q9P202,IPR001478,PDZ domain,PS50106,140,215
Q9P202,IPR001478,PDZ domain,PS50106,279,349
Q9P202,IPR001478,PDZ domain,PS50106,816,887
Q9P202,IPR001478,PDZ domain,SM00228,150,222
Q9P202,IPR001478,PDZ domain,SM00228,288,360
Q9P202,IPR001478,PDZ domain,SM00228,824,904
Q9P202,IPR036034,PDZ superfamily,G3DSA:2.30.42.10,132,227
Q9P202,IPR036034,PDZ superfamily,G3DSA:2.30.42.10,259,383
Q9P202,IPR036034,PDZ superfamily,G3DSA:2.30.42.10,811,905
Q9P202,IPR036034,PDZ superfamily,SSF50156,135,240
Q9P202,IPR036034,PDZ superfamily,SSF50156,268,376
Q9P202,IPR036034,PDZ superfamily,SSF50156,805,889
Q9P203,IPR000210,BTB/POZ domain,PF00651,137,232
Q9P203,IPR000210,BTB/POZ domain,PF00651,271,392
Q9P203,IPR000210,BTB/POZ domain,PS50097,142,211
Q9P203,IPR000210,BTB/POZ domain,PS50097,247,341
Q9P203,IPR000210,BTB/POZ domain,SM00225,142,244
Q9P203,IPR000210,BTB/POZ domain,SM00225,247,397
Q9P209,IPR001611,Leucine-rich repeat,PS51450,55,76
Q9P209,IPR001611,Leucine-rich repeat,PS51450,77,98
Q9P218,IPR003961,Fibronectin type III,PF00041,379,455
Q9P218,IPR003961,Fibronectin type III,PF00041,469,542
Q9P218,IPR003961,Fibronectin type III,PF00041,559,639
Q9P218,IPR003961,Fibronectin type III,PF00041,649,731
Q9P218,IPR003961,Fibronectin type III,PF00041,742,821
Q9P218,IPR003961,Fibronectin type III,PS50853,28,119
Q9P218,IPR003961,Fibronectin type III,PS50853,379,468
Q9P218,IPR003961,Fibronectin type III,PS50853,469,559
Q9P218,IPR003961,Fibronectin type III,PS50853,560,647
Q9P218,IPR003961,Fibronectin type III,PS50853,649,738
Q9P218,IPR003961,Fibronectin type III,PS50853,743,833
Q9P218,IPR003961,Fibronectin type III,SM00060,26,102
Q9P218,IPR003961,Fibronectin type III,SM00060,377,457
Q9P218,IPR003961,Fibronectin type III,SM00060,466,546
Q9P218,IPR003961,Fibronectin type III,SM00060,557,636
Q9P218,IPR003961,Fibronectin type III,SM00060,647,726
Q9P218,IPR003961,Fibronectin type III,SM00060,741,820
Q9P218,IPR003961,Fibronectin type III,cd00063,32,103
Q9P218,IPR003961,Fibronectin type III,cd00063,378,456
Q9P218,IPR003961,Fibronectin type III,cd00063,468,554
Q9P218,IPR003961,Fibronectin type III,cd00063,559,644
Q9P218,IPR003961,Fibronectin type III,cd00063,650,731
Q9P218,IPR003961,Fibronectin type III,cd00063,742,826
Q9P218,IPR036116,Fibronectin type III superfamily,SSF49265,37,103
Q9P218,IPR036116,Fibronectin type III superfamily,SSF49265,379,539
Q9P218,IPR036116,Fibronectin type III superfamily,SSF49265,557,644
Q9P218,IPR036116,Fibronectin type III superfamily,SSF49265,649,822
Q9P219,IPR001715,Calponin homology domain,PS50021,11,131
Q9P227,IPR001478,PDZ domain,PS50106,71,155
Q9P227,IPR001478,PDZ domain,SM00228,52,155
Q9P227,IPR036034,PDZ superfamily,G3DSA:2.30.42.10,36,159
Q9P227,IPR036034,PDZ superfamily,SSF50156,19,156
Q9P232,IPR003961,Fibronectin type III,PF00041,600,691
Q9P232,IPR003961,Fibronectin type III,PF00041,703,795
Q9P232,IPR003961,Fibronectin type III,PF00041,805,896
Q9P232,IPR003961,Fibronectin type III,PF00041,906,989
Q9P232,IPR003961,Fibronectin type III,PS50853,600,698
Q9P232,IPR003961,Fibronectin type III,PS50853,703,800
Q9P232,IPR003961,Fibronectin type III,PS50853,805,901
Q9P232,IPR003961,Fibronectin type III,PS50853,902,998
Q9P232,IPR003961,Fibronectin type III,SM00060,598,684
Q9P232,IPR003961,Fibronectin type III,SM00060,701,787
Q9P232,IPR003961,Fibronectin type III,SM00060,803,888
Q9P232,IPR003961,Fibronectin type III,SM00060,903,983
Q9P232,IPR003961,Fibronectin type III,cd00063,598,695
Q9P232,IPR003961,Fibronectin type III,cd00063,703,795
Q9P232,IPR003961,Fibronectin type III,cd00063,805,898
Q9P232,IPR003961,Fibronectin type III,cd00063,906,991
Q9P232,IPR036116,Fibronectin type III superfamily,SSF49265,597,802
Q9P232,IPR036116,Fibronectin type III superfamily,SSF49265,805,990
Q9P244,IPR001611,Leucine-rich repeat,PF13855,66,125
Q9P244,IPR001611,Leucine-rich repeat,PF13855,164,222
Q9P244,IPR001611,Leucine-rich repeat,PS51450,187,208
Q9P244,IPR003961,Fibronectin type III,PF00041,427,502
Q9P244,IPR003961,Fibronectin type III,PS50853,424,520
Q9P244,IPR003961,Fibronectin type III,SM00060,422,502
Q9P244,IPR003961,Fibronectin type III,cd00063,426,500
Q9P244,IPR036116,Fibronectin type III superfamily,SSF49265,426,502
Q9P246,IPR001660,Sterile alpha motif domain,PF07647,133,200
Q9P246,IPR001660,Sterile alpha motif domain,PS50105,136,194
Q9P260,IPR006594,LIS1 homology motif,PS50896,255,287
Q9P260,IPR006594,LIS1 homology motif,SM00667,255,287
Q9P273,IPR036322,WD40-repeat-containing domain superfamily,SSF50978,1470,1652
Q9P283,IPR001627,Sema domain,PF01403,359,533
Q9P283,IPR001627,Sema domain,PS51004,103,553
Q9P283,IPR001627,Sema domain,SM00630,126,537
Q9P283,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,98,554
Q9P291,IPR000225,Armadillo,PS50176,247,284
Q9P291,IPR000225,Armadillo,SM00185,236,276
Q9P291,IPR000225,Armadillo,SM00185,357,398
Q9P2A4,IPR001452,SH3 domain,PF14604,316,363
Q9P2A4,IPR001452,SH3 domain,PR00452,311,321
Q9P2A4,IPR001452,SH3 domain,PR00452,325,340
Q9P2A4,IPR001452,SH3 domain,PR00452,353,365
Q9P2A4,IPR001452,SH3 domain,PS50002,308,366
Q9P2A4,IPR001452,SH3 domain,SM00326,311,366
Q9P2A4,IPR036028,SH3-like domain superfamily,SSF50044,299,364
Q9P2D0,IPR000210,BTB/POZ domain,PF00651,560,642
Q9P2D0,IPR000210,BTB/POZ domain,PF00651,761,870
Q9P2D0,IPR000210,BTB/POZ domain,PS50097,564,644
Q9P2D0,IPR000210,BTB/POZ domain,PS50097,768,836
Q9P2D0,IPR000210,BTB/POZ domain,SM00225,564,744
Q9P2D0,IPR000210,BTB/POZ domain,SM00225,768,871
Q9P2D0,IPR002110,Ankyrin repeat,PF12796,27,116
Q9P2D0,IPR002110,Ankyrin repeat,PS50088,51,83
Q9P2D0,IPR002110,Ankyrin repeat,PS50088,85,117
Q9P2D0,IPR002110,Ankyrin repeat,SM00248,51,80
Q9P2D0,IPR002110,Ankyrin repeat,SM00248,85,114
Q9P2D1,IPR006576,BRK domain,PF07533,2563,2604
Q9P2D1,IPR006576,BRK domain,PF07533,2641,2684
Q9P2D1,IPR006576,BRK domain,SM00592,2564,2613
Q9P2D1,IPR006576,BRK domain,SM00592,2642,2686
Q9P2D8,IPR024855,UNC79,PTHR21696,895,2635
Q9P2F8,IPR001478,PDZ domain,PF00595,951,1021
Q9P2F8,IPR001478,PDZ domain,PS50106,950,1026
Q9P2F8,IPR001478,PDZ domain,SM00228,959,1025
Q9P2F8,IPR036034,PDZ superfamily,G3DSA:2.30.42.10,949,1023
Q9P2F8,IPR036034,PDZ superfamily,SSF50156,948,1024
Q9P2G1,IPR002110,Ankyrin repeat,PF00023,46,76
Q9P2G1,IPR002110,Ankyrin repeat,PF12796,136,194
Q9P2G1,IPR002110,Ankyrin repeat,PS50088,45,77
Q9P2G1,IPR002110,Ankyrin repeat,PS50088,144,176
Q9P2G1,IPR002110,Ankyrin repeat,SM00248,45,74
Q9P2G1,IPR002110,Ankyrin repeat,SM00248,144,173
Q9P2G3,IPR000210,BTB/POZ domain,PF00651,24,65
Q9P2G3,IPR000210,BTB/POZ domain,PF00651,123,180
Q9P2G3,IPR000210,BTB/POZ domain,PS50097,33,151
Q9P2G3,IPR000210,BTB/POZ domain,SM00225,33,181
Q9P2G3,IPR006652,Kelch repeat type 1,PF01344,560,602
Q9P2G3,IPR006652,Kelch repeat type 1,SM00612,323,372
Q9P2G3,IPR006652,Kelch repeat type 1,SM00612,373,424
Q9P2G3,IPR006652,Kelch repeat type 1,SM00612,425,471
Q9P2G3,IPR006652,Kelch repeat type 1,SM00612,472,518
Q9P2G3,IPR006652,Kelch repeat type 1,SM00612,519,570
Q9P2G3,IPR006652,Kelch repeat type 1,SM00612,571,620
Q9P2G3,IPR015915,Kelch-type beta-propeller,G3DSA:2.120.10.80,310,533
Q9P2G3,IPR015915,Kelch-type beta-propeller,G3DSA:2.120.10.80,534,622
Q9P2G3,IPR015915,Kelch-type beta-propeller,SSF117281,322,616
Q9P2G9,IPR000210,BTB/POZ domain,PF00651,60,161
Q9P2G9,IPR000210,BTB/POZ domain,PS50097,67,134
Q9P2G9,IPR000210,BTB/POZ domain,SM00225,67,164
Q9P2G9,IPR006652,Kelch repeat type 1,PF01344,496,539
Q9P2G9,IPR006652,Kelch repeat type 1,PF01344,543,586
Q9P2G9,IPR006652,Kelch repeat type 1,SM00612,319,366
Q9P2G9,IPR006652,Kelch repeat type 1,SM00612,367,413
Q9P2G9,IPR006652,Kelch repeat type 1,SM00612,414,460
Q9P2G9,IPR006652,Kelch repeat type 1,SM00612,461,507
Q9P2G9,IPR006652,Kelch repeat type 1,SM00612,508,554
Q9P2G9,IPR006652,Kelch repeat type 1,SM00612,555,601
Q9P2G9,IPR015915,Kelch-type beta-propeller,G3DSA:2.120.10.80,310,440
Q9P2G9,IPR015915,Kelch-type beta-propeller,G3DSA:2.120.10.80,441,606
Q9P2H3,IPR001680,WD40 repeat,PF00400,99,134
Q9P2H3,IPR001680,WD40 repeat,PF00400,182,216
Q9P2H3,IPR001680,WD40 repeat,PF00400,221,248
Q9P2H3,IPR001680,WD40 repeat,PS50082,102,134
Q9P2H3,IPR001680,WD40 repeat,PS50082,184,216
Q9P2H3,IPR001680,WD40 repeat,SM00320,4,41
Q9P2H3,IPR001680,WD40 repeat,SM00320,95,134
Q9P2H3,IPR001680,WD40 repeat,SM00320,136,176
Q9P2H3,IPR001680,WD40 repeat,SM00320,177,216
Q9P2H3,IPR001680,WD40 repeat,SM00320,218,256
Q9P2H3,IPR001680,WD40 repeat,SM00320,258,297
Q9P2H3,IPR001680,WD40 repeat,SM00320,496,533
Q9P2H3,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,4,171
Q9P2H3,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,172,400
Q9P2H3,IPR036322,WD40-repeat-containing domain superfamily,SSF50978,11,295
Q9P2H3,IPR036322,WD40-repeat-containing domain superfamily,SSF50978,253,533
Q9P2J2,IPR003961,Fibronectin type III,PF00041,512,599
Q9P2J2,IPR003961,Fibronectin type III,PF00041,625,711
Q9P2J2,IPR003961,Fibronectin type III,PS50853,507,611
Q9P2J2,IPR003961,Fibronectin type III,PS50853,623,718
Q9P2J2,IPR003961,Fibronectin type III,SM00060,508,593
Q9P2J2,IPR003961,Fibronectin type III,SM00060,624,703
Q9P2J2,IPR003961,Fibronectin type III,cd00063,508,599
Q9P2J2,IPR003961,Fibronectin type III,cd00063,625,715
Q9P2J2,IPR036116,Fibronectin type III superfamily,SSF49265,520,715
Q9P2J3,IPR000210,BTB/POZ domain,PF00651,40,146
Q9P2J3,IPR000210,BTB/POZ domain,PS50097,50,119
Q9P2J3,IPR000210,BTB/POZ domain,SM00225,50,149
Q9P2J3,IPR006652,Kelch repeat type 1,PF01344,537,577
Q9P2J3,IPR006652,Kelch repeat type 1,SM00612,299,347
Q9P2J3,IPR006652,Kelch repeat type 1,SM00612,348,399
Q9P2J3,IPR006652,Kelch repeat type 1,SM00612,400,446
Q9P2J3,IPR006652,Kelch repeat type 1,SM00612,447,493
Q9P2J3,IPR006652,Kelch repeat type 1,SM00612,494,545
Q9P2J3,IPR006652,Kelch repeat type 1,SM00612,546,594
Q9P2J3,IPR015915,Kelch-type beta-propeller,G3DSA:2.120.10.80,284,595
Q9P2J3,IPR015915,Kelch-type beta-propeller,SSF117281,299,591
Q9P2K6,IPR000210,BTB/POZ domain,PS50097,5,72
Q9P2K6,IPR006652,Kelch repeat type 1,SM00612,254,301
Q9P2K6,IPR006652,Kelch repeat type 1,SM00612,302,344
Q9P2K6,IPR006652,Kelch repeat type 1,SM00612,345,391
Q9P2K6,IPR015915,Kelch-type beta-propeller,G3DSA:2.120.10.80,213,495
Q9P2K6,IPR015915,Kelch-type beta-propeller,SSF117281,196,486
Q9P2K8,IPR006575,RWD domain,PF05773,21,134
Q9P2K8,IPR006575,RWD domain,PS50908,25,137
Q9P2K8,IPR006575,RWD domain,SM00591,25,137
Q9P2L0,IPR001680,WD40 repeat,PS50082,67,98
Q9P2L0,IPR001680,WD40 repeat,SM00320,4,42
Q9P2L0,IPR001680,WD40 repeat,SM00320,60,99
Q9P2L0,IPR001680,WD40 repeat,SM00320,104,143
Q9P2L0,IPR001680,WD40 repeat,SM00320,147,184
Q9P2L0,IPR001680,WD40 repeat,SM00320,493,530
Q9P2L0,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,12,208
Q9P2L0,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,219,622
Q9P2L0,IPR036322,WD40-repeat-containing domain superfamily,SSF50978,498,622
Q9P2M1,IPR011990,Tetratricopeptide-like helical domain superfamily,G3DSA:1.25.40.10,38,345
Q9P2M1,IPR019734,Tetratricopeptide repeat,PS50005,59,92
Q9P2N7,IPR000210,BTB/POZ domain,PF00651,82,188
Q9P2N7,IPR000210,BTB/POZ domain,PS50097,92,161
Q9P2N7,IPR000210,BTB/POZ domain,SM00225,92,191
Q9P2N7,IPR006652,Kelch repeat type 1,PF01344,579,619
Q9P2N7,IPR006652,Kelch repeat type 1,SM00612,341,389
Q9P2N7,IPR006652,Kelch repeat type 1,SM00612,390,441
Q9P2N7,IPR006652,Kelch repeat type 1,SM00612,442,488
Q9P2N7,IPR006652,Kelch repeat type 1,SM00612,489,535
Q9P2N7,IPR006652,Kelch repeat type 1,SM00612,536,587
Q9P2N7,IPR006652,Kelch repeat type 1,SM00612,588,636
Q9P2N7,IPR015915,Kelch-type beta-propeller,G3DSA:2.120.10.80,326,639
Q9P2N7,IPR015915,Kelch-type beta-propeller,SSF117281,341,633
Q9P2P5,IPR001202,WW domain,PF00397,809,838
Q9P2P5,IPR001202,WW domain,PS01159,813,838
Q9P2P5,IPR001202,WW domain,PS01159,991,1016
Q9P2P5,IPR001202,WW domain,PS50020,807,840
Q9P2P5,IPR001202,WW domain,PS50020,985,1018
Q9P2P5,IPR001202,WW domain,SM00456,808,840
Q9P2P5,IPR001202,WW domain,SM00456,986,1018
Q9P2P5,IPR001202,WW domain,cd00201,810,839
Q9P2P5,IPR001202,WW domain,cd00201,988,1018
Q9P2P5,IPR036020,WW domain superfamily,SSF51045,806,841
Q9P2P5,IPR036020,WW domain superfamily,SSF51045,977,1019
Q9P2P6,IPR000253,Forkhead-associated (FHA) domain,PF00498,503,569
Q9P2P6,IPR000253,Forkhead-associated (FHA) domain,SM00240,502,554
Q9P2P6,IPR008984,SMAD/FHA domain superfamily,SSF49879,478,578
Q9P2R3,IPR000210,BTB/POZ domain,PF00651,60,156
Q9P2R3,IPR000210,BTB/POZ domain,PS50097,68,130
Q9P2R3,IPR000210,BTB/POZ domain,SM00225,68,162
Q9P2R3,IPR002110,Ankyrin repeat,PF00023,544,575
Q9P2R3,IPR002110,Ankyrin repeat,PF12796,344,411
Q9P2R3,IPR002110,Ankyrin repeat,PF12796,439,520
Q9P2R3,IPR002110,Ankyrin repeat,PF12796,595,684
Q9P2R3,IPR002110,Ankyrin repeat,PF12796,729,834
Q9P2R3,IPR002110,Ankyrin repeat,PF12796,910,998
Q9P2R3,IPR002110,Ankyrin repeat,PF13637,263,309
Q9P2R3,IPR002110,Ankyrin repeat,PR01415,491,506
Q9P2R3,IPR002110,Ankyrin repeat,PR01415,785,799
Q9P2R3,IPR002110,Ankyrin repeat,PS50088,322,365
Q9P2R3,IPR002110,Ankyrin repeat,PS50088,366,399
Q9P2R3,IPR002110,Ankyrin repeat,PS50088,490,522
Q9P2R3,IPR002110,Ankyrin repeat,PS50088,542,574
Q9P2R3,IPR002110,Ankyrin repeat,PS50088,621,653
Q9P2R3,IPR002110,Ankyrin repeat,PS50088,654,686
Q9P2R3,IPR002110,Ankyrin repeat,PS50088,769,801
Q9P2R3,IPR002110,Ankyrin repeat,PS50088,870,902
Q9P2R3,IPR002110,Ankyrin repeat,PS50088,905,937
Q9P2R3,IPR002110,Ankyrin repeat,PS50088,938,970
Q9P2R3,IPR002110,Ankyrin repeat,PS50088,971,992
Q9P2R3,IPR002110,Ankyrin repeat,PS50088,1043,1075
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,255,284
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,288,317
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,322,362
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,366,396
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,400,452
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,490,519
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,542,572
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,588,617
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,621,650
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,654,683
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,687,716
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,724,753
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,769,798
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,802,830
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,836,865
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,870,899
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,905,934
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,938,967
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,971,1001
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,1005,1039
Q9P2R3,IPR002110,Ankyrin repeat,SM00248,1043,1074
Q9P2S5,IPR001680,WD40 repeat,PF00400,213,249
Q9P2S5,IPR001680,WD40 repeat,SM00320,167,208
Q9P2S5,IPR001680,WD40 repeat,SM00320,210,251
Q9P2S5,IPR001680,WD40 repeat,SM00320,319,360
Q9P2S5,IPR001680,WD40 repeat,SM00320,363,401
Q9P2S5,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,10,121
Q9P2S5,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,129,291
Q9P2S5,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,308,457
Q9P2S6,IPR002110,Ankyrin repeat,PF12796,267,332
Q9P2S6,IPR002110,Ankyrin repeat,PF12796,529,614
Q9P2S6,IPR002110,Ankyrin repeat,PF12796,656,723
Q9P2S6,IPR002110,Ankyrin repeat,PS50088,292,324
Q9P2S6,IPR002110,Ankyrin repeat,PS50088,581,616
Q9P2S6,IPR002110,Ankyrin repeat,PS50088,657,694
Q9P2S6,IPR002110,Ankyrin repeat,PS50088,694,726
Q9P2S6,IPR002110,Ankyrin repeat,SM00248,292,321
Q9P2S6,IPR002110,Ankyrin repeat,SM00248,513,542
Q9P2S6,IPR002110,Ankyrin repeat,SM00248,545,574
Q9P2S6,IPR002110,Ankyrin repeat,SM00248,581,613
Q9P2S6,IPR002110,Ankyrin repeat,SM00248,657,691
Q9P2S6,IPR002110,Ankyrin repeat,SM00248,694,723
Q9P2V4,IPR001611,Leucine-rich repeat,PF13855,107,167
Q9P2V4,IPR001611,Leucine-rich repeat,PS51450,156,177
Q9P2V4,IPR003961,Fibronectin type III,PS50853,430,518
Q9P2V4,IPR003961,Fibronectin type III,cd00063,431,498
Q9P2V4,IPR036116,Fibronectin type III superfamily,SSF49265,431,500
Q9P2X3,IPR006575,RWD domain,PF05773,10,113
Q9P2X3,IPR006575,RWD domain,PS50908,14,116
Q9P2X3,IPR006575,RWD domain,SM00591,14,116
Q9UBC2,IPR000261,EH domain,PF12763,19,88
Q9UBC2,IPR000261,EH domain,PF12763,126,215
Q9UBC2,IPR000261,EH domain,PF12763,275,348
Q9UBC2,IPR000261,EH domain,PS50031,15,104
Q9UBC2,IPR000261,EH domain,PS50031,127,215
Q9UBC2,IPR000261,EH domain,PS50031,275,365
Q9UBC2,IPR000261,EH domain,SM00027,8,103
Q9UBC2,IPR000261,EH domain,SM00027,120,214
Q9UBC2,IPR000261,EH domain,SM00027,268,364
Q9UBC2,IPR000261,EH domain,cd00052,19,85
Q9UBC2,IPR000261,EH domain,cd00052,131,196
Q9UBC2,IPR000261,EH domain,cd00052,279,345
Q9UBC5,IPR000048,"IQ motif, EF-hand binding site",PF00612,700,718
Q9UBC5,IPR000048,"IQ motif, EF-hand binding site",PF00612,745,764
Q9UBC5,IPR000048,"IQ motif, EF-hand binding site",SM00015,696,718
Q9UBC5,IPR000048,"IQ motif, EF-hand binding site",SM00015,719,741
Q9UBC5,IPR000048,"IQ motif, EF-hand binding site",SM00015,742,764
Q9UBL3,IPR003877,SPRY domain,PF00622,421,495
Q9UBL3,IPR003877,SPRY domain,SM00449,418,582
Q9UBM4,IPR001611,Leucine-rich repeat,PF13855,158,213
Q9UBM4,IPR001611,Leucine-rich repeat,PS51450,178,199
Q9UBM4,IPR001611,Leucine-rich repeat,PS51450,248,269
Q9UBN4,IPR002110,Ankyrin repeat,PF00023,144,168
Q9UBN4,IPR002110,Ankyrin repeat,PF12796,39,118
Q9UBN4,IPR002110,Ankyrin repeat,PS50088,141,173
Q9UBN4,IPR002110,Ankyrin repeat,SM00248,69,98
Q9UBN4,IPR002110,Ankyrin repeat,SM00248,141,170
Q9UBN6,IPR001368,TNFR/NGFR cysteine-rich region,PF00020,99,139
Q9UBN6,IPR001368,TNFR/NGFR cysteine-rich region,PF00020,141,180
Q9UBN6,IPR001368,TNFR/NGFR cysteine-rich region,PS00652,99,139
Q9UBN6,IPR001368,TNFR/NGFR cysteine-rich region,PS50050,98,139
Q9UBN6,IPR001368,TNFR/NGFR cysteine-rich region,PS50050,140,180
Q9UBN6,IPR001368,TNFR/NGFR cysteine-rich region,SM00208,99,139
Q9UBN6,IPR001368,TNFR/NGFR cysteine-rich region,SM00208,141,180
Q9UBS8,IPR006575,RWD domain,PF05773,7,133
Q9UBS8,IPR006575,RWD domain,PS50908,11,137
